data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.821044
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:001, data loss:0.398472
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.352109
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:002, data loss:0.149048
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.170206
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:003, data loss:0.129695
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.177409
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:004, data loss:0.157132
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.166329
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:005, data loss:0.083271
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.085691
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:006, data loss:0.018265
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.041182
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:007, data loss:0.035348
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.062389
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:008, data loss:0.041364
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.054140
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:009, data loss:0.007834
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.022839
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:010, data loss:0.017361
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.029933
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:011, data loss:0.037831
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.030676
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:012, data loss:0.012234
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.010657
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:013, data loss:0.003477
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.019430
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:014, data loss:0.011272
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.022095
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:015, data loss:0.000953
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.006630
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:016, data loss:0.009268
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.009622
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:017, data loss:0.015901
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.010706
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:018, data loss:0.006246
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.005802
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:019, data loss:0.001125
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.006113
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:020, data loss:0.001500
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.006479
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:021, data loss:0.000399
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.003978
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:022, data loss:0.002031
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.002709
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:023, data loss:0.005334
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.002967
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:024, data loss:0.003765
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.002765
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:025, data loss:0.000994
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.003202
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:026, data loss:0.001005
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.002329
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:027, data loss:0.003477
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.002467
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:028, data loss:0.004321
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.002118
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:029, data loss:0.001771
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001353
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:030, data loss:0.000390
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001845
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:031, data loss:0.000558
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001642
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:032, data loss:0.001808
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001788
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:033, data loss:0.002658
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.001570
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:034, data loss:0.001474
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.001424
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:035, data loss:0.000588
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.001373
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:036, data loss:0.000808
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.001460
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:037, data loss:0.002166
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.001396
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:038, data loss:0.002658
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.001231
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:039, data loss:0.001551
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.001299
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:040, data loss:0.001001
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.001157
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:041, data loss:0.001577
