data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.256596
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:001, data loss:0.073677
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.064566
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:002, data loss:0.019590
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.040432
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:003, data loss:0.032447
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.036959
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:004, data loss:0.006029
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.012815
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:005, data loss:0.004714
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.011968
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:006, data loss:0.007107
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.008704
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:007, data loss:0.002082
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.004168
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:008, data loss:0.001908
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.004275
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:009, data loss:0.002327
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.003408
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:010, data loss:0.001459
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.002258
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:011, data loss:0.001105
