data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:2.138308
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:001, data loss:1.703187
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.659887
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:002, data loss:1.599831
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.265262
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:003, data loss:1.450915
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.114706
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:004, data loss:1.287120
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.077111
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:005, data loss:1.116514
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.056590
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:006, data loss:0.936645
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.036457
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:007, data loss:0.755730
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.024314
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:008, data loss:0.592366
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.018632
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:009, data loss:0.447617
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.019787
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:010, data loss:0.331225
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.018114
