data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.509607
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:001, data loss:0.792948
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.093737
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:002, data loss:0.696446
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.059666
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:003, data loss:0.582775
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.043721
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:004, data loss:0.475675
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.020285
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:005, data loss:0.380382
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.016511
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:006, data loss:0.292887
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.013897
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:007, data loss:0.213245
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.009562
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:008, data loss:0.149249
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.008711
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:009, data loss:0.102319
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.007722
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:010, data loss:0.072023
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.005657
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:011, data loss:0.054390
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.004266
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:012, data loss:0.042366
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.004037
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:013, data loss:0.033427
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.003268
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:014, data loss:0.024619
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002603
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:015, data loss:0.020789
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.002262
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:016, data loss:0.016824
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.002029
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:017, data loss:0.012481
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.002286
