data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.131919
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:001, data loss:0.695585
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.018262
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:002, data loss:0.402167
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.010623
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:003, data loss:0.167346
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.008049
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:004, data loss:0.077464
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.005142
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:005, data loss:0.023281
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.003307
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:006, data loss:0.007644
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.002667
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:007, data loss:0.004749
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.002271
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:008, data loss:0.002662
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.001915
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:009, data loss:0.002140
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.001950
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:010, data loss:0.001772
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.002365
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:011, data loss:0.003554
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.001836
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:012, data loss:0.004513
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002194
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:013, data loss:0.002385
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001526
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:014, data loss:0.004143
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002533
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:015, data loss:0.002439
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001184
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:016, data loss:0.002024
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.000830
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:017, data loss:0.001305
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.000758
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:018, data loss:0.001001
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.000728
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:019, data loss:0.001637
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001373
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:020, data loss:0.001213
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000858
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:021, data loss:0.000988
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.000675
