data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.434566
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:001, data loss:0.045725
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.070674
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:002, data loss:0.091094
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.068196
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:003, data loss:0.002833
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.034406
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:004, data loss:0.017941
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.023474
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:005, data loss:0.003923
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.016265
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:006, data loss:0.005654
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.009544
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:007, data loss:0.001228
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.005886
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:008, data loss:0.003209
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.004682
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:009, data loss:0.001902
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.003102
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:010, data loss:0.001686
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.002401
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:011, data loss:0.001967
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.002057
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:012, data loss:0.002000
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002044
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:013, data loss:0.002039
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.002202
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:014, data loss:0.002385
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001677
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:015, data loss:0.001545
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001501
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:016, data loss:0.001545
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001434
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:017, data loss:0.002599
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001476
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:018, data loss:0.001145
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001282
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:019, data loss:0.001388
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001375
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:020, data loss:0.001997
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001392
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:021, data loss:0.001691
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001214
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:022, data loss:0.002184
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001203
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:023, data loss:0.002785
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001378
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:024, data loss:0.002213
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001068
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:025, data loss:0.001366
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000967
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:026, data loss:0.001161
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000924
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:027, data loss:0.001390
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000761
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:028, data loss:0.001698
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000811
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:029, data loss:0.001660
