data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.562716
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:001, data loss:0.985993
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.053378
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:002, data loss:0.747751
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.028733
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:003, data loss:0.473975
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.015979
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:004, data loss:0.220559
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.009214
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:005, data loss:0.095497
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.006138
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:006, data loss:0.038638
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.004905
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:007, data loss:0.016961
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.005018
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:008, data loss:0.010193
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.004145
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:009, data loss:0.004879
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.003954
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:010, data loss:0.005159
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.004676
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:011, data loss:0.003760
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.003286
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:012, data loss:0.003478
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002924
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:013, data loss:0.003199
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.002872
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:014, data loss:0.002154
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002237
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:015, data loss:0.001691
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001671
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:016, data loss:0.001690
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001983
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:017, data loss:0.002038
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001796
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:018, data loss:0.001593
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001774
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:019, data loss:0.001669
