data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.282548
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:001, data loss:0.585577
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.050897
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:002, data loss:0.522552
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.023230
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:003, data loss:0.407916
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.013149
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:004, data loss:0.269411
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.008912
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:005, data loss:0.168439
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.006324
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:006, data loss:0.105878
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.004183
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:007, data loss:0.056764
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.003867
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:008, data loss:0.032208
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.002356
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:009, data loss:0.014595
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.001958
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:010, data loss:0.006624
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.001622
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:011, data loss:0.004326
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.001471
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:012, data loss:0.003416
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.001116
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:013, data loss:0.002592
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001049
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:014, data loss:0.002259
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.000928
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:015, data loss:0.001826
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.000827
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:016, data loss:0.001434
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.000819
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:017, data loss:0.001406
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.000753
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:018, data loss:0.001083
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001032
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:019, data loss:0.001391
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001001
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:020, data loss:0.000930
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000854
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:021, data loss:0.001198
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.000709
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:022, data loss:0.001053
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001239
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:023, data loss:0.001183
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001216
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:024, data loss:0.001172
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000748
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:025, data loss:0.000762
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000847
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:026, data loss:0.001525
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001345
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:027, data loss:0.002368
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.001984
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:028, data loss:0.001148
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.001784
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:029, data loss:0.001552
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000977
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:030, data loss:0.001150
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000968
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:031, data loss:0.001534
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001027
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:032, data loss:0.000682
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000833
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:033, data loss:0.000862
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000477
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:034, data loss:0.000870
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000752
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:035, data loss:0.000634
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000594
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:036, data loss:0.000530
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000568
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:037, data loss:0.000581
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000721
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:038, data loss:0.001073
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000690
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:039, data loss:0.000812
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000765
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:040, data loss:0.000706
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.000820
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:041, data loss:0.000659
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000662
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:042, data loss:0.001417
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:043, data loss:0.000700
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:043, data loss:0.000582
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:044, data loss:0.000465
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:044, data loss:0.000699
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:045, data loss:0.000428
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:045, data loss:0.000671
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:046, data loss:0.000324
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:046, data loss:0.000387
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:047, data loss:0.000264
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:047, data loss:0.000509
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:048, data loss:0.000590
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:048, data loss:0.000393
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:049, data loss:0.000233
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:049, data loss:0.000529
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:050, data loss:0.000254
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:050, data loss:0.000481
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:051, data loss:0.000343
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:051, data loss:0.000350
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:052, data loss:0.000339
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:052, data loss:0.000545
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:053, data loss:0.000354
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:053, data loss:0.000779
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:054, data loss:0.000613
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:054, data loss:0.000536
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:055, data loss:0.000362
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:055, data loss:0.000482
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:056, data loss:0.000324
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:056, data loss:0.000586
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:057, data loss:0.000282
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:057, data loss:0.000351
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:058, data loss:0.000213
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:058, data loss:0.000317
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:059, data loss:0.000199
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:059, data loss:0.000337
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:060, data loss:0.000251
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:060, data loss:0.000547
2026-07-13 13:00 - function:train_one_epoch - INFO - [Train] epoch:061, data loss:0.000404
2026-07-13 13:00 - function:valid - INFO - [Valid] epoch:061, data loss:0.000413
