data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.460599
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:001, data loss:0.087695
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.061119
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:002, data loss:0.059164
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.058267
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:003, data loss:0.006015
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.024740
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:004, data loss:0.020271
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.025791
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:005, data loss:0.005540
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.012805
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:006, data loss:0.002991
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.009436
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:007, data loss:0.002049
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.006421
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:008, data loss:0.000719
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.004572
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:009, data loss:0.001589
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.003319
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:010, data loss:0.000989
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.002515
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:011, data loss:0.000349
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.002101
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:012, data loss:0.000684
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.001587
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:013, data loss:0.001549
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001440
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:014, data loss:0.001629
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001466
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:015, data loss:0.001032
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001055
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:016, data loss:0.000481
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001040
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:017, data loss:0.000267
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001121
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:018, data loss:0.000273
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001117
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:019, data loss:0.000491
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.000913
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:020, data loss:0.000367
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000928
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:021, data loss:0.000368
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.000970
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:022, data loss:0.000461
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.000858
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:023, data loss:0.001662
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000871
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:024, data loss:0.001130
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000775
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:025, data loss:0.000804
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000674
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:026, data loss:0.000608
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000715
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:027, data loss:0.000535
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000684
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:028, data loss:0.000544
