data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.724113
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:001, data loss:0.316973
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.252600
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:002, data loss:0.104392
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.095352
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:003, data loss:0.068196
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.091296
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:004, data loss:0.038290
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.039118
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:005, data loss:0.002939
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.024747
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:006, data loss:0.015392
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.025144
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:007, data loss:0.011639
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.011920
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:008, data loss:0.006205
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.010681
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:009, data loss:0.005451
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.007945
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:010, data loss:0.005481
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.004935
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:011, data loss:0.001770
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.004433
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:012, data loss:0.004255
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.003565
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:013, data loss:0.001588
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.002733
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:014, data loss:0.003070
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002356
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:015, data loss:0.002345
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001933
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:016, data loss:0.003053
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001962
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:017, data loss:0.002356
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001824
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:018, data loss:0.002735
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001649
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:019, data loss:0.001516
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001753
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:020, data loss:0.002563
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001459
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:021, data loss:0.002004
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001328
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:022, data loss:0.002093
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001253
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:023, data loss:0.002849
2026-07-13 12:58 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001321
2026-07-13 12:58 - function:valid - INFO - [Valid] epoch:024, data loss:0.001187
