data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.512931
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:001, data loss:0.638159
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.124289
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:002, data loss:0.565856
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.049064
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:003, data loss:0.492051
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.021455
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:004, data loss:0.423909
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.020227
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:005, data loss:0.349530
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.009895
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:006, data loss:0.277374
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.010393
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:007, data loss:0.213936
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.009227
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:008, data loss:0.164683
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.005958
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:009, data loss:0.126876
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.004653
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:010, data loss:0.094438
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.004289
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:011, data loss:0.068012
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.003240
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:012, data loss:0.049406
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002447
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:013, data loss:0.035950
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.002514
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:014, data loss:0.026502
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002190
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:015, data loss:0.018068
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001595
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:016, data loss:0.011576
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001766
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:017, data loss:0.008668
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001543
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:018, data loss:0.007345
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001356
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:019, data loss:0.005706
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001141
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:020, data loss:0.003989
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001119
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:021, data loss:0.003038
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.000817
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:022, data loss:0.003086
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.000807
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:023, data loss:0.002828
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000772
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:024, data loss:0.002114
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000598
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:025, data loss:0.001903
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000684
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:026, data loss:0.001819
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000493
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:027, data loss:0.001463
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000492
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:028, data loss:0.001243
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000491
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:029, data loss:0.001297
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000447
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:030, data loss:0.001205
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000387
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:031, data loss:0.000919
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000347
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:032, data loss:0.000954
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000352
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:033, data loss:0.000954
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000307
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:034, data loss:0.000834
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000260
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:035, data loss:0.000869
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000270
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:036, data loss:0.000824
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000249
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:037, data loss:0.000790
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000233
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:038, data loss:0.000878
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000394
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:039, data loss:0.000809
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000207
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:040, data loss:0.000774
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.000208
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:041, data loss:0.000744
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000263
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:042, data loss:0.000780
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:043, data loss:0.000197
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:043, data loss:0.000846
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:044, data loss:0.000217
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:044, data loss:0.000776
