data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.223178
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:001, data loss:0.037869
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.047054
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:002, data loss:0.030664
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.024744
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:003, data loss:0.008098
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.019435
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:004, data loss:0.005847
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.011964
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:005, data loss:0.003639
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.009406
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:006, data loss:0.001161
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.006581
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:007, data loss:0.001436
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.005262
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:008, data loss:0.000498
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.004042
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:009, data loss:0.000381
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.003133
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:010, data loss:0.000513
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.002308
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:011, data loss:0.000265
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.001830
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:012, data loss:0.000259
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.001548
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:013, data loss:0.000457
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001272
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:014, data loss:0.000895
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001029
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:015, data loss:0.000665
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.000822
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:016, data loss:0.000630
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.000783
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:017, data loss:0.000727
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.000747
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:018, data loss:0.000671
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.000718
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:019, data loss:0.000501
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.000668
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:020, data loss:0.000560
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000562
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:021, data loss:0.000725
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.000576
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:022, data loss:0.000822
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.000544
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:023, data loss:0.000500
