data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.372209
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:001, data loss:0.548662
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.041637
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:002, data loss:0.446523
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.019044
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:003, data loss:0.244036
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.012956
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:004, data loss:0.107192
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.007184
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:005, data loss:0.048371
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.005021
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:006, data loss:0.019615
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.003759
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:007, data loss:0.006607
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.003270
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:008, data loss:0.004398
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.002444
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:009, data loss:0.002258
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.002030
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:010, data loss:0.002903
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.001855
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:011, data loss:0.001971
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.001568
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:012, data loss:0.001530
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.001541
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:013, data loss:0.001427
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001456
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:014, data loss:0.001558
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001273
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:015, data loss:0.001395
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001038
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:016, data loss:0.001313
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.000992
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:017, data loss:0.001101
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.000793
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:018, data loss:0.001210
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.000805
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:019, data loss:0.001356
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.000792
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:020, data loss:0.001241
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000905
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:021, data loss:0.001497
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001119
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:022, data loss:0.001114
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001098
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:023, data loss:0.001173
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000990
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:024, data loss:0.001529
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001118
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:025, data loss:0.002977
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001549
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:026, data loss:0.003622
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001948
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:027, data loss:0.003394
2026-07-13 13:03 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.001505
2026-07-13 13:03 - function:valid - INFO - [Valid] epoch:028, data loss:0.003312
