data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.818908
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:001, data loss:0.299887
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.155834
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:002, data loss:0.090970
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.089980
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:003, data loss:0.051949
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.053959
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:004, data loss:0.015401
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.029120
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:005, data loss:0.016355
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.020135
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:006, data loss:0.009208
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.012753
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:007, data loss:0.002600
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.007188
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:008, data loss:0.005992
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.005116
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:009, data loss:0.002609
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.004466
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:010, data loss:0.003636
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.003161
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:011, data loss:0.002826
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.002612
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:012, data loss:0.003157
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002508
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:013, data loss:0.002941
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.002069
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:014, data loss:0.003178
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001807
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:015, data loss:0.002887
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001699
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:016, data loss:0.002734
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001615
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:017, data loss:0.002843
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001602
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:018, data loss:0.002717
