data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.262359
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:001, data loss:0.790007
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.035197
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:002, data loss:0.585507
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.021896
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:003, data loss:0.325850
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.010887
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:004, data loss:0.151227
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.007994
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:005, data loss:0.065313
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.006236
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:006, data loss:0.019080
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.005275
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:007, data loss:0.013733
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.004748
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:008, data loss:0.010675
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.003931
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:009, data loss:0.006952
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.002941
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:010, data loss:0.005413
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.002754
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:011, data loss:0.005471
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.003450
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:012, data loss:0.003596
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002868
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:013, data loss:0.002368
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.003228
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:014, data loss:0.002467
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002645
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:015, data loss:0.003236
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.002273
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:016, data loss:0.002200
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.002530
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:017, data loss:0.001651
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001928
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:018, data loss:0.001789
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001533
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:019, data loss:0.001429
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001533
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:020, data loss:0.002126
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001561
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:021, data loss:0.001970
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001311
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:022, data loss:0.001772
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001530
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:023, data loss:0.001395
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001271
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:024, data loss:0.001040
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001138
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:025, data loss:0.001510
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001481
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:026, data loss:0.001128
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001319
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:027, data loss:0.004710
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.002262
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:028, data loss:0.003169
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.002311
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:029, data loss:0.002525
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001777
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:030, data loss:0.002300
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001702
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:031, data loss:0.000913
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001124
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:032, data loss:0.000956
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001060
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:033, data loss:0.000779
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000730
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:034, data loss:0.000653
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000793
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:035, data loss:0.001028
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.001238
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:036, data loss:0.000999
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.001050
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:037, data loss:0.001347
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.001389
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:038, data loss:0.001892
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.001477
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:039, data loss:0.001288
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.001051
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:040, data loss:0.000942
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.001196
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:041, data loss:0.000854
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000875
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:042, data loss:0.000797
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:043, data loss:0.000475
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:043, data loss:0.001396
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:044, data loss:0.000879
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:044, data loss:0.001576
2026-07-13 13:02 - function:train_one_epoch - INFO - [Train] epoch:045, data loss:0.000730
2026-07-13 13:02 - function:valid - INFO - [Valid] epoch:045, data loss:0.000693
