data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.562270
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:001, data loss:0.172185
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.102384
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:002, data loss:0.041833
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.081423
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:003, data loss:0.027458
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.032206
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:004, data loss:0.022612
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.039294
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:005, data loss:0.011487
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.022695
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:006, data loss:0.005078
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.018214
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:007, data loss:0.003931
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.011982
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:008, data loss:0.002905
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.010561
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:009, data loss:0.002604
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.007721
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:010, data loss:0.002000
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.006157
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:011, data loss:0.002194
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.004632
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:012, data loss:0.002438
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.004045
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:013, data loss:0.001101
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.003121
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:014, data loss:0.000987
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002826
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:015, data loss:0.002593
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.002333
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:016, data loss:0.001743
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001975
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:017, data loss:0.001747
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001758
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:018, data loss:0.001526
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001597
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:019, data loss:0.002420
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001378
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:020, data loss:0.001430
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001413
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:021, data loss:0.001179
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001493
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:022, data loss:0.001945
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001507
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:023, data loss:0.003111
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001408
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:024, data loss:0.002624
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001318
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:025, data loss:0.001598
