data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.396659
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:001, data loss:0.047025
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.067256
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:002, data loss:0.050710
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.050760
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:003, data loss:0.021645
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.031973
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:004, data loss:0.014192
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.024669
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:005, data loss:0.008512
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.018045
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:006, data loss:0.001872
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.011913
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:007, data loss:0.003475
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.008544
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:008, data loss:0.000848
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.005289
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:009, data loss:0.001961
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.003915
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:010, data loss:0.001240
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.003147
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:011, data loss:0.001871
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.002449
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:012, data loss:0.001866
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.001872
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:013, data loss:0.001168
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001687
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:014, data loss:0.001949
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001610
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:015, data loss:0.001310
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001324
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:016, data loss:0.000834
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001403
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:017, data loss:0.001459
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001393
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:018, data loss:0.001874
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001187
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:019, data loss:0.001157
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001309
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:020, data loss:0.000804
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001145
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:021, data loss:0.001046
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001063
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:022, data loss:0.001190
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001007
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:023, data loss:0.001311
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001023
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:024, data loss:0.000928
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001018
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:025, data loss:0.001555
