data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.325643
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:001, data loss:0.053139
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.062313
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:002, data loss:0.043453
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.049470
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:003, data loss:0.013188
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.023814
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:004, data loss:0.013420
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.021141
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:005, data loss:0.002914
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.012589
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:006, data loss:0.002142
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.010859
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:007, data loss:0.002171
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.008221
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:008, data loss:0.000695
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.005781
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:009, data loss:0.001543
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.004682
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:010, data loss:0.001107
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.003304
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:011, data loss:0.000661
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.002704
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:012, data loss:0.001591
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002399
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:013, data loss:0.000728
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001938
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:014, data loss:0.000963
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001737
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:015, data loss:0.002871
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001469
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:016, data loss:0.001413
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001298
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:017, data loss:0.000811
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001126
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:018, data loss:0.000884
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001136
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:019, data loss:0.001091
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.000950
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:020, data loss:0.001258
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000980
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:021, data loss:0.001027
2026-07-13 12:59 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.000885
2026-07-13 12:59 - function:valid - INFO - [Valid] epoch:022, data loss:0.000849
